customer_city,customer_email,customer_fname,customer_id,customer_lname,customer_password,customer_segment,customer_state,customer_street,customer_zipcode
Caguas,XXXXXXXXX,Mary,6811,Cook,XXXXXXXXX,Consumer,PR,7551 Merry Panda Square,725
Caguas,XXXXXXXXX,Mary,3134,Smith,XXXXXXXXX,Consumer,PR,2571 Noble Crescent,725
Caguas,XXXXXXXXX,Tiffany,1330,Warner,XXXXXXXXX,Consumer,PR,357 Quiet Rise,725
Caguas,XXXXXXXXX,Mary,3055,Smith,XXXXXXXXX,Consumer,PR,2557 Gentle Hills Wynd,725
Caguas,XXXXXXXXX,Michael,5713,Pope,XXXXXXXXX,Consumer,PR,3775 Bright Harbour,725
Caguas,XXXXXXXXX,William,5328,Smith,XXXXXXXXX,Consumer,PR,690 Hazy Field,725
Caguas,XXXXXXXXX,Mary,5147,Hurst,XXXXXXXXX,Consumer,PR,9276 Jagged Towers,725
Caguas,XXXXXXXXX,Mary,8617,Smith,XXXXXXXXX,Consumer,PR,3544 Velvet Crescent,725
Caguas,XXXXXXXXX,Jessica,11112,Cowan,XXXXXXXXX,Consumer,PR,3656 Amber Butterfly Route,725
Caguas,XXXXXXXXX,Jennifer,2680,Ferguson,XXXXXXXXX,Consumer,PR,7760 Sunny Dale,725
Caguas,XXXXXXXXX,Mary,7223,Smith,XXXXXXXXX,Consumer,PR,4436 Indian Acres,725
Caguas,XXXXXXXXX,Mary,11534,Kim,XXXXXXXXX,Consumer,PR,7902 Blue Mountain,725
Caguas,XXXXXXXXX,Ann,10434,Smith,XXXXXXXXX,Consumer,PR,4149 Thunder Goose Wynd,725
Caguas,XXXXXXXXX,Tyler,7485,Smith,XXXXXXXXX,Consumer,PR,5485 Cotton Court,725
Caguas,XXXXXXXXX,Richard,5556,Burns,XXXXXXXXX,Consumer,PR,2406 Merry Horse Isle,725
Caguas,XXXXXXXXX,Frank,5626,Morgan,XXXXXXXXX,Consumer,PR,7274 Harvest Ledge,725
Caguas,XXXXXXXXX,Mary,8769,Cantrell,XXXXXXXXX,Consumer,PR,9203 Red Point,725
Caguas,XXXXXXXXX,Mary,7415,Smith,XXXXXXXXX,Consumer,PR,7869 Round Cider Square,725
Caguas,XXXXXXXXX,Mary,7424,Parks,XXXXXXXXX,Consumer,PR,6589 Dewy Passage,725
Caguas,XXXXXXXXX,Megan,1100,Moyer,XXXXXXXXX,Consumer,PR,593 Wishing Pony Cove,725
Caguas,XXXXXXXXX,Mary,6159,Smith,XXXXXXXXX,Consumer,PR,3686 Quaking Carrefour,725
Caguas,XXXXXXXXX,Mary,2514,Luna,XXXXXXXXX,Consumer,PR,5559 Colonial Prairie Manor,725
Caguas,XXXXXXXXX,Mary,9283,Smith,XXXXXXXXX,Consumer,PR,650 Thunder Rise Arbor,725
Caguas,XXXXXXXXX,Grace,8401,Smith,XXXXXXXXX,Consumer,PR,5292 Misty Goose Street,725
Caguas,XXXXXXXXX,Charles,11222,Smith,XXXXXXXXX,Consumer,PR,2861 Velvet Pointe,725
Caguas,XXXXXXXXX,Jack,410,Moore,XXXXXXXXX,Consumer,PR,8373 Round Timber Wharf,725
Caguas,XXXXXXXXX,Amanda,4907,Lopez,XXXXXXXXX,Consumer,PR,5214 Colonial Square,725
Caguas,XXXXXXXXX,Mary,11553,Moore,XXXXXXXXX,Consumer,PR,4741 Crystal Lake Pointe,725
Caguas,XXXXXXXXX,Diane,1946,Smith,XXXXXXXXX,Consumer,PR,3838 Sleepy Mountain Centre,725
Caguas,XXXXXXXXX,Randy,6625,Smith,XXXXXXXXX,Consumer,PR,1680 Pleasant Berry Court,725
Caguas,XXXXXXXXX,Grace,7761,Smith,XXXXXXXXX,Consumer,PR,8609 Grand Harbour,725
Caguas,XXXXXXXXX,Hannah,1554,Nelson,XXXXXXXXX,Consumer,PR,6471 Dusty Limits,725
Caguas,XXXXXXXXX,Diane,10793,Smith,XXXXXXXXX,Consumer,PR,1438 Honey Bay,725
Carolina,XXXXXXXXX,Laura,5565,Orr,XXXXXXXXX,Consumer,PR,4920 Gentle Autoroute,983
Caguas,XXXXXXXXX,Mary,8625,Smith,XXXXXXXXX,Consumer,PR,902 Little Falls,725
Caguas,XXXXXXXXX,Jeffrey,2493,Smith,XXXXXXXXX,Consumer,PR,9484 Bright Barn Maze,725
Caguas,XXXXXXXXX,Mary,9097,Padilla,XXXXXXXXX,Consumer,PR,2674 Rocky Apple Orchard,725
Caguas,XXXXXXXXX,Mary,2173,Rogers,XXXXXXXXX,Consumer,PR,4689 Lost Spring Key,725
Caguas,XXXXXXXXX,Mary,305,Lawrence,XXXXXXXXX,Consumer,PR,1338 Indian Prairie Extension,725
Caguas,XXXXXXXXX,Debra,11245,Washington,XXXXXXXXX,Consumer,PR,4436 Tawny Private,725
Caguas,XXXXXXXXX,Rebecca,2166,Smith,XXXXXXXXX,Consumer,PR,1631 Colonial Dale,725
Caguas,XXXXXXXXX,Nancy,1367,Smith,XXXXXXXXX,Consumer,PR,7656 Cotton Brook Mews,725
Caguas,XXXXXXXXX,Mary,3558,Smith,XXXXXXXXX,Consumer,PR,5074 Cotton Butterfly Place,725
Caguas,XXXXXXXXX,Henry,10397,Kelley,XXXXXXXXX,Consumer,PR,9393 Velvet Horse Row,725
Caguas,XXXXXXXXX,David,5865,Middleton,XXXXXXXXX,Consumer,PR,3283 Fallen Bend,725
Caguas,XXXXXXXXX,Gemma,18089,Silva,XXXXXXXXX,Consumer,PR,4429 Clear Panda Cove,725
Caguas,XXXXXXXXX,Blair,18123,Whitney,XXXXXXXXX,Consumer,PR,1840 Fallen Lane,725
Caguas,XXXXXXXXX,Linda,16447,Benton,XXXXXXXXX,Consumer,PR,7197 Honey Quail Round,725
Caguas,XXXXXXXXX,Bo,19266,Patel,XXXXXXXXX,Consumer,PR,9706 Rustic Route,725
Caguas,XXXXXXXXX,Kendall,19190,Odom,XXXXXXXXX,Consumer,PR,9731 Honey Fox Towers,725
Caguas,XXXXXXXXX,Miranda,16568,Jacobs,XXXXXXXXX,Consumer,PR,6312 Stony Anchor Promenade,725
Caguas,XXXXXXXXX,Bethany,16460,Faulkner,XXXXXXXXX,Consumer,PR,8944 Red Place,725
Caguas,XXXXXXXXX,Callie,16582,Sargent,XXXXXXXXX,Consumer,PR,6155 Rocky Private,725
Caguas,XXXXXXXXX,Mary,19270,Shannon,XXXXXXXXX,Consumer,PR,3051 Lost Spring Ledge,725
Caguas,XXXXXXXXX,Ayanna,18810,Alford,XXXXXXXXX,Consumer,PR,1112 Quaking Panda Way,725
Caguas,XXXXXXXXX,Robin,15699,Jarvis,XXXXXXXXX,Consumer,PR,3640 Easy Shadow Expressway,725
Caguas,XXXXXXXXX,Zoe,15741,Dean,XXXXXXXXX,Consumer,PR,6540 Hidden Dale,725
Caguas,XXXXXXXXX,William,1858,Greene,XXXXXXXXX,Consumer,PR,2472 Noble Butterfly Dell,725
Caguas,XXXXXXXXX,Joseph,2197,Smith,XXXXXXXXX,Consumer,PR,4592 Grand Timber Ramp,725
Caguas,XXXXXXXXX,Mary,12176,Martin,XXXXXXXXX,Consumer,PR,1840 Sleepy Gardens,725
Caguas,XXXXXXXXX,Catherine,6998,Jimenez,XXXXXXXXX,Consumer,PR,4249 Dewy Sky Path,725
Caguas,XXXXXXXXX,Jessica,3127,Smith,XXXXXXXXX,Consumer,PR,9739 Round Spring Expressway,725
San Juan,XXXXXXXXX,Mary,10903,Smith,XXXXXXXXX,Consumer,PR,672 Umber Vista,921
Caguas,XXXXXXXXX,Christopher,5927,Cooper,XXXXXXXXX,Consumer,PR,1112 Sunny Pond Wood,725
Caguas,XXXXXXXXX,Mary,2265,Smith,XXXXXXXXX,Consumer,PR,8581 Broad Trace,725
Caguas,XXXXXXXXX,Julie,3272,Smith,XXXXXXXXX,Consumer,PR,5744 Amber Pointe,725
Caguas,XXXXXXXXX,Brenda,1987,Mccarthy,XXXXXXXXX,Consumer,PR,8631 Lost Beacon Highway,725
Caguas,XXXXXXXXX,Joshua,8468,Conner,XXXXXXXXX,Consumer,PR,4480 Hidden Rabbit Link,725
Caguas,XXXXXXXXX,Jacob,7942,Gonzalez,XXXXXXXXX,Consumer,PR,1749 Jagged Arbor,725
Caguas,XXXXXXXXX,Brooke,16020,Waller,XXXXXXXXX,Consumer,PR,5817 Green Hills Via,725
Caguas,XXXXXXXXX,Carol,18335,Anthony,XXXXXXXXX,Consumer,PR,6540 Hidden Dale,725
Caguas,XXXXXXXXX,Bree,17523,Pierce,XXXXXXXXX,Consumer,PR,9484 Bright Barn Maze,725
Caguas,XXXXXXXXX,Benjamin,10807,Wilson,XXXXXXXXX,Consumer,PR,9882 Cotton Abbey,725
Caguas,XXXXXXXXX,Theresa,10386,Burns,XXXXXXXXX,Consumer,PR,1735 Shady Robin Cape,725
Caguas,XXXXXXXXX,Evelyn,11884,Contreras,XXXXXXXXX,Consumer,PR,4828 Middle Villas,725
Caguas,XXXXXXXXX,Amy,5954,Smith,XXXXXXXXX,Consumer,PR,5407 Old Willow Townline,725
Caguas,XXXXXXXXX,Cleo,17682,Figueroa,XXXXXXXXX,Consumer,PR,8335 Little Rise Downs,725
Caguas,XXXXXXXXX,Barbara,10529,Nixon,XXXXXXXXX,Consumer,PR,7190 Silver Horse Glade,725
Caguas,XXXXXXXXX,Mary,6368,Morales,XXXXXXXXX,Consumer,PR,4462 Blue Drive,725
Caguas,XXXXXXXXX,Kenneth,10788,Prince,XXXXXXXXX,Consumer,PR,2407 Cozy Panda Falls,725
Caguas,XXXXXXXXX,Adrienne,17680,Rios,XXXXXXXXX,Consumer,PR,7621 Fallen Hollow,725
Caguas,XXXXXXXXX,Jordan,4320,Taylor,XXXXXXXXX,Consumer,PR,7192 Green Arbor,725
Caguas,XXXXXXXXX,James,5537,Bryan,XXXXXXXXX,Consumer,PR,9753 Little Willow Estates,725
Caguas,XXXXXXXXX,Lauren,9032,Munoz,XXXXXXXXX,Consumer,PR,6676 Clear Centre,725
Caguas,XXXXXXXXX,Mary,4553,Carter,XXXXXXXXX,Consumer,PR,5514 Lost Walk,725
Caguas,XXXXXXXXX,Robert,676,Smith,XXXXXXXXX,Consumer,PR,2246 Sunny Lake Via,725
Caguas,XXXXXXXXX,Mary,2521,Smith,XXXXXXXXX,Consumer,PR,1313 Old Hickory Round,725
Caguas,XXXXXXXXX,Mary,3179,Compton,XXXXXXXXX,Consumer,PR,5180 Bright Fox Trail,725
Caguas,XXXXXXXXX,Thomas,3223,White,XXXXXXXXX,Consumer,PR,3504 Dusty View Loop,725
Caguas,XXXXXXXXX,David,12211,Chambers,XXXXXXXXX,Consumer,PR,4380 Cotton Barn Falls,725
Caguas,XXXXXXXXX,Nomlanga,16050,Hinton,XXXXXXXXX,Consumer,PR,523 Sleepy Hills Front,725
Caguas,XXXXXXXXX,Mary,10556,Smith,XXXXXXXXX,Consumer,PR,8213 Rustic Spring Glade,725
Caguas,XXXXXXXXX,Katherine,2320,Smith,XXXXXXXXX,Consumer,PR,2831 Rustic Dale,725
Caguas,XXXXXXXXX,Ryan,2529,Sampson,XXXXXXXXX,Consumer,PR,8647 Misty Vista,725
Caguas,XXXXXXXXX,Taylor,17336,Brewer,XXXXXXXXX,Consumer,PR,866 Cinder Cape,725
Caguas,XXXXXXXXX,Andrew,7356,Robles,XXXXXXXXX,Consumer,PR,2789 Velvet Carrefour,725
Caguas,XXXXXXXXX,Belle,20706,Sutton,XXXXXXXXX,Consumer,PR,7106 Rustic Brook Byway,725
Caguas,XXXXXXXXX,Ella,17317,Barrett,XXXXXXXXX,Consumer,PR,9276 Jagged Towers,725
Caguas,XXXXXXXXX,Kyle,10417,Smith,XXXXXXXXX,Consumer,PR,3668 Golden Rise Round,725
Caguas,XXXXXXXXX,Sade,17442,Griffin,XXXXXXXXX,Consumer,PR,432 Dusty Glen,725
Caguas,XXXXXXXXX,Xerxes,17334,Neal,XXXXXXXXX,Consumer,PR,4948 Middle Orchard,725
Caguas,XXXXXXXXX,Andrew,287,Salazar,XXXXXXXXX,Consumer,PR,3939 Easy Fawn Nook,725
Caguas,XXXXXXXXX,Rachel,20543,Ortiz,XXXXXXXXX,Consumer,PR,7767 Hidden Place,725
Caguas,XXXXXXXXX,Maia,17710,Whitley,XXXXXXXXX,Consumer,PR,7760 Sunny Dale,725
Caguas,XXXXXXXXX,Jeffrey,1210,Gardner,XXXXXXXXX,Consumer,PR,4831 Sleepy Bear Gate,725
Caguas,XXXXXXXXX,Joelle,18396,Martinez,XXXXXXXXX,Consumer,PR,4439 Tawny Mall,725
Caguas,XXXXXXXXX,Aurora,17422,Miles,XXXXXXXXX,Consumer,PR,1207 Amber Horse Grounds,725
Caguas,XXXXXXXXX,Sig,20594,Riddle,XXXXXXXXX,Consumer,PR,1531 Foggy Panda Centre,725
Caguas,XXXXXXXXX,Alyssa,17911,Carter,XXXXXXXXX,Consumer,PR,2704 High Leaf Glen,725
Caguas,XXXXXXXXX,Mary,11367,Smith,XXXXXXXXX,Consumer,PR,8667 Iron Arbor,725
Caguas,XXXXXXXXX,Michael,12262,Gray,XXXXXXXXX,Consumer,PR,2781 Old Cove,725
Caguas,XXXXXXXXX,Ralph,10935,Potter,XXXXXXXXX,Consumer,PR,5961 Blue Towers,725
Caguas,XXXXXXXXX,Amity,20719,Mcmillan,XXXXXXXXX,Consumer,PR,5674 Merry Nectar Pines,725
Caguas,XXXXXXXXX,Henry,3318,Tate,XXXXXXXXX,Consumer,PR,4462 Blue Drive,725
Vega Baja,XXXXXXXXX,Jean,10412,Hartman,XXXXXXXXX,Consumer,PR,5802 Rocky Bluff Gardens,693
Manati,XXXXXXXXX,Mary,12393,Smith,XXXXXXXXX,Consumer,PR,6567 High Lagoon Heath,674
Caguas,XXXXXXXXX,Olympia,18881,Shepard,XXXXXXXXX,Consumer,PR,1859 Sunny Quay,725
Caguas,XXXXXXXXX,Dorothy,17909,Casey,XXXXXXXXX,Consumer,PR,404 Red Acres,725
Caguas,XXXXXXXXX,Aspen,18429,Sutton,XXXXXXXXX,Consumer,PR,6460 Golden Meadow,725
Caguas,XXXXXXXXX,Hilary,18285,Dale,XXXXXXXXX,Consumer,PR,2744 Round Deer Nook,725
Caguas,XXXXXXXXX,Alice,10990,Wyatt,XXXXXXXXX,Consumer,PR,9317 Stony Townline,725
Caguas,XXXXXXXXX,Cleo,20682,Cain,XXXXXXXXX,Consumer,PR,1690 Blue Dale Lane,725
Caguas,XXXXXXXXX,Mary,5624,Mata,XXXXXXXXX,Consumer,PR,7353 Round Spring Chase,725
Caguas,XXXXXXXXX,Bree,16023,Glenn,XXXXXXXXX,Consumer,PR,5364 Indian Gate Highway,725
Caguas,XXXXXXXXX,Mary,6617,Barnes,XXXXXXXXX,Consumer,PR,4922 Heather Gate Stead,725
Caguas,XXXXXXXXX,Mary,10721,Smith,XXXXXXXXX,Consumer,PR,7231 Grand Turnabout,725
Caguas,XXXXXXXXX,Danielle,18302,Lee,XXXXXXXXX,Consumer,PR,5744 Amber Pointe,725
Caguas,XXXXXXXXX,Ainsley,16041,Warren,XXXXXXXXX,Consumer,PR,8762 Shady Cloud Thicket,725
Caguas,XXXXXXXXX,George,100,Barrett,XXXXXXXXX,Consumer,PR,4110 Silent Pointe,725
Caguas,XXXXXXXXX,Dorothy,11526,Crawford,XXXXXXXXX,Consumer,PR,6759 Clear Maze,725
Caguas,XXXXXXXXX,Rose,439,Delgado,XXXXXXXXX,Consumer,PR,8620 Silent Alley,725
Caguas,XXXXXXXXX,Ann,11591,Alexander,XXXXXXXXX,Consumer,PR,9512 Grand Blossom Gate,725
Caguas,XXXXXXXXX,Debra,12185,Smith,XXXXXXXXX,Consumer,PR,4715 Harvest Creek Mews,725
Caguas,XXXXXXXXX,Linda,7274,Allen,XXXXXXXXX,Consumer,PR,1173 Iron Terrace,725
Caguas,XXXXXXXXX,Cynthia,12244,Chambers,XXXXXXXXX,Consumer,PR,6747 Easy Prairie Impasse,725
Caguas,XXXXXXXXX,Carol,6910,Smith,XXXXXXXXX,Consumer,PR,7627 Dusty Hills Lane,725
Caguas,XXXXXXXXX,Cassandra,18697,Gonzalez,XXXXXXXXX,Consumer,PR,9009 Umber Log Island,725
Caguas,XXXXXXXXX,Edward,6007,Mitchell,XXXXXXXXX,Consumer,PR,7577 Quiet Towers,725
Caguas,XXXXXXXXX,Stela,18684,Goff,XXXXXXXXX,Consumer,PR,5736 Old Cloud Heath,725
Caguas,XXXXXXXXX,McKenzie,18702,Doyle,XXXXXXXXX,Consumer,PR,1780 Grand View Route,725
Caguas,XXXXXXXXX,Mary,7473,Smith,XXXXXXXXX,Consumer,PR,14 Broad Pine Pointe,725
Caguas,XXXXXXXXX,Mary,10036,Smith,XXXXXXXXX,Consumer,PR,3345 Heather Inlet,725
Caguas,XXXXXXXXX,Alexander,2008,Smith,XXXXXXXXX,Consumer,PR,8101 Fallen Parkway,725
Caguas,XXXXXXXXX,Mary,1560,Smith,XXXXXXXXX,Consumer,PR,2407 Dusty Mount,725
Caguas,XXXXXXXXX,Mary,7802,Acevedo,XXXXXXXXX,Consumer,PR,7179 Amber Cider Village,725
Caguas,XXXXXXXXX,Christine,981,Schwartz,XXXXXXXXX,Consumer,PR,3244 Misty Leaf Inlet,725
Caguas,XXXXXXXXX,Kevin,8473,Smith,XXXXXXXXX,Corporate,PR,3915 Cinder Treasure Pike,725
Caguas,XXXXXXXXX,Mary,5513,Smith,XXXXXXXXX,Corporate,PR,8473 Amber Bluff Manor,725
Caguas,XXXXXXXXX,Laura,10096,Case,XXXXXXXXX,Corporate,PR,7004 Hazy Lake Townline,725
Caguas,XXXXXXXXX,Patrick,2300,Williamson,XXXXXXXXX,Corporate,PR,1023 Merry Canyon,725
Caguas,XXXXXXXXX,Mary,10009,Smith,XXXXXXXXX,Corporate,PR,8547 Misty Carrefour,725
Caguas,XXXXXXXXX,Kimberly,2703,Smith,XXXXXXXXX,Corporate,PR,8736 Wishing Hickory Townline,725
Caguas,XXXXXXXXX,David,6242,Smith,XXXXXXXXX,Corporate,PR,9174 Umber Zephyr Run,725
Caguas,XXXXXXXXX,September,12626,Camacho,XXXXXXXXX,Corporate,PR,3819 Easy Knoll,725
Caguas,XXXXXXXXX,Wynter,12659,Lynch,XXXXXXXXX,Corporate,PR,7302 Cotton Freeway,725
Caguas,XXXXXXXXX,Rose,12907,Burgess,XXXXXXXXX,Corporate,PR,2676 Jagged Key,725
Caguas,XXXXXXXXX,Randy,11048,Ball,XXXXXXXXX,Corporate,PR,2743 Hidden Blossom Square,725
Caguas,XXXXXXXXX,Mary,10546,Taylor,XXXXXXXXX,Corporate,PR,3236 Emerald Impasse,725
Caguas,XXXXXXXXX,Robert,9232,King,XXXXXXXXX,Corporate,PR,2262 Dusty Lake Grove,725
Caguas,XXXXXXXXX,Mary,908,Smith,XXXXXXXXX,Corporate,PR,7798 Cinder Dale,725
Caguas,XXXXXXXXX,Mary,9992,Smith,XXXXXXXXX,Corporate,PR,2676 Velvet Common,725
Caguas,XXXXXXXXX,Margaret,7779,Bryan,XXXXXXXXX,Corporate,PR,6285 Bright Link,725
Caguas,XXXXXXXXX,Martha,4902,Garcia,XXXXXXXXX,Corporate,PR,6546 Wishing Moor,725
Caguas,XXXXXXXXX,Richard,7296,Randall,XXXXXXXXX,Corporate,PR,3741 Noble Nook,725
Caguas,XXXXXXXXX,Mary,8910,Smith,XXXXXXXXX,Corporate,PR,6481 Wishing Anchor Centre,725
Caguas,XXXXXXXXX,Jeffrey,3456,Ramos,XXXXXXXXX,Corporate,PR,9557 Gentle Inlet,725
Caguas,XXXXXXXXX,Karen,2856,Guzman,XXXXXXXXX,Corporate,PR,8641 Sleepy Mews,725
Caguas,XXXXXXXXX,Stephen,7964,Smith,XXXXXXXXX,Corporate,PR,7810 Quaking Terrace,725
Caguas,XXXXXXXXX,Gerald,4651,Wright,XXXXXXXXX,Corporate,PR,4806 Dusty Bear Avenue,725
Caguas,XXXXXXXXX,Mary,12234,Leblanc,XXXXXXXXX,Corporate,PR,2867 Heather Carrefour,725
Caguas,XXXXXXXXX,Mary,4422,Schwartz,XXXXXXXXX,Corporate,PR,2676 Velvet Common,725
Caguas,XXXXXXXXX,Shirley,5047,Whitehead,XXXXXXXXX,Corporate,PR,3627 Cozy Sky Trace,725
Caguas,XXXXXXXXX,Mary,5134,Smith,XXXXXXXXX,Corporate,PR,7713 Little Terrace,725
Caguas,XXXXXXXXX,Kyle,11031,Williams,XXXXXXXXX,Corporate,PR,9959 Hazy Port,725
Caguas,XXXXXXXXX,Donna,9327,Smith,XXXXXXXXX,Corporate,PR,4114 Clear Nectar Isle,725
Caguas,XXXXXXXXX,Rachel,1417,Smith,XXXXXXXXX,Corporate,PR,9543 Lost Corners,725
Caguas,XXXXXXXXX,Shirley,10255,Smith,XXXXXXXXX,Corporate,PR,4590 Gentle River Wood,725
Caguas,XXXXXXXXX,Andrew,5071,Campos,XXXXXXXXX,Corporate,PR,5041 Honey Round,725
Caguas,XXXXXXXXX,Angela,8499,Smith,XXXXXXXXX,Corporate,PR,733 Tawny Nectar Link,725
Caguas,XXXXXXXXX,Heather,11014,Smith,XXXXXXXXX,Corporate,PR,8417 Cinder Key,725
Caguas,XXXXXXXXX,James,5824,Smith,XXXXXXXXX,Corporate,PR,2248 Bright Way,725
Rio Grande,XXXXXXXXX,Ina,15778,Wolf,XXXXXXXXX,Corporate,PR,1384 Thunder Apple Manor,745
Humacao,XXXXXXXXX,James,5691,Brown,XXXXXXXXX,Corporate,PR,3444 Quiet Bluff Farm,791
Caguas,XXXXXXXXX,Tiffany,7662,Parsons,XXXXXXXXX,Corporate,PR,1596 Rocky Run,725
Caguas,XXXXXXXXX,Mary,7369,Smith,XXXXXXXXX,Corporate,PR,6289 Tawny Range,725
Caguas,XXXXXXXXX,Ralph,1525,Washington,XXXXXXXXX,Corporate,PR,5352 Jagged Subdivision,725
Caguas,XXXXXXXXX,Thomas,5182,Morgan,XXXXXXXXX,Corporate,PR,5443 Hazy Pond Way,725
Caguas,XXXXXXXXX,Megan,1764,Davila,XXXXXXXXX,Corporate,PR,4682 Red View,725
Toa Alta,XXXXXXXXX,Mary,6634,Smith,XXXXXXXXX,Corporate,PR,2153 Iron Log Downs,953
Caguas,XXXXXXXXX,Mary,5562,Smith,XXXXXXXXX,Corporate,PR,1384 Hazy Cloud Village,725
Caguas,XXXXXXXXX,Mary,12008,Mcguire,XXXXXXXXX,Corporate,PR,2966 Old Pathway,725
Caguas,XXXXXXXXX,Madison,6474,Smith,XXXXXXXXX,Corporate,PR,9190 Dusty Limits,725
Caguas,XXXXXXXXX,Rose,8127,Anderson,XXXXXXXXX,Corporate,PR,3930 Cozy Byway,725
Vega Baja,XXXXXXXXX,Austin,6648,Ho,XXXXXXXXX,Corporate,PR,7885 Colonial Mount,693
Caguas,XXXXXXXXX,Barbara,10933,Smith,XXXXXXXXX,Corporate,PR,5594 Jagged Embers By-pass,725
Caguas,XXXXXXXXX,Anna,10651,George,XXXXXXXXX,Corporate,PR,318 Merry Creek Mountain,725
Caguas,XXXXXXXXX,Mary,4406,Smith,XXXXXXXXX,Corporate,PR,9299 Grand Branch Route,725
Caguas,XXXXXXXXX,Mary,8844,Barnes,XXXXXXXXX,Corporate,PR,8361 Quiet Wynd,725
Caguas,XXXXXXXXX,Brian,1653,Gates,XXXXXXXXX,Corporate,PR,1626 Heather Road,725
Caguas,XXXXXXXXX,Nathan,6898,Butler,XXXXXXXXX,Corporate,PR,9393 Fallen Hill,725
Caguas,XXXXXXXXX,Mary,7918,Kemp,XXXXXXXXX,Corporate,PR,2070 Crystal Timber Gardens,725
Caguas,XXXXXXXXX,Frank,9970,Pierce,XXXXXXXXX,Corporate,PR,9539 Rustic Beacon Ramp,725
Caguas,XXXXXXXXX,Charles,238,Turner,XXXXXXXXX,Corporate,PR,7760 Golden Limits,725
Caguas,XXXXXXXXX,Shirley,3513,Boyer,XXXXXXXXX,Corporate,PR,2175 Hazy Deer Valley,725
Toa Alta,XXXXXXXXX,Gary,3817,Garcia,XXXXXXXXX,Corporate,PR,8736 Merry Moor,953
Caguas,XXXXXXXXX,Karly,17829,Cook,XXXXXXXXX,Corporate,PR,6682 Shady Trail,725
Caguas,XXXXXXXXX,Lacy,16176,Hayes,XXXXXXXXX,Corporate,PR,4971 Lost Acres,725
Caguas,XXXXXXXXX,Mary,9442,Gonzales,XXXXXXXXX,Corporate,PR,5364 Heather Quail Court,725
Caguas,XXXXXXXXX,Mary,3298,Ray,XXXXXXXXX,Corporate,PR,75 Noble Swale,725
Caguas,XXXXXXXXX,Adam,2768,Smith,XXXXXXXXX,Corporate,PR,3729 Dewy Line,725
Caguas,XXXXXXXXX,Phillip,309,Smith,XXXXXXXXX,Corporate,PR,4651 Dewy Village,725
Caguas,XXXXXXXXX,Walter,11041,Smith,XXXXXXXXX,Corporate,PR,7005 Silver Hills Line,725
Caguas,XXXXXXXXX,Helen,5600,Smith,XXXXXXXXX,Corporate,PR,2736 Blue Crest,725
Caguas,XXXXXXXXX,Karen,8771,Green,XXXXXXXXX,Corporate,PR,6718 High Panda Dell,725
Caguas,XXXXXXXXX,Christian,2636,Smith,XXXXXXXXX,Corporate,PR,1111 Velvet Path,725
Caguas,XXXXXXXXX,Mary,6448,Lawrence,XXXXXXXXX,Corporate,PR,4839 Velvet Place,725
Caguas,XXXXXXXXX,Mary,12044,Smith,XXXXXXXXX,Corporate,PR,1131 Blue Isle,725
Caguas,XXXXXXXXX,Ryan,205,Garcia,XXXXXXXXX,Corporate,PR,911 Lost Zephyr Vista,725
Caguas,XXXXXXXXX,Mary,2984,Smith,XXXXXXXXX,Corporate,PR,9767 Amber Valley,725
Caguas,XXXXXXXXX,Mary,8309,Morales,XXXXXXXXX,Corporate,PR,29 Golden Grove Ramp,725
Caguas,XXXXXXXXX,Mary,770,Dudley,XXXXXXXXX,Corporate,PR,3836 Blue Brook Stead,725
Caguas,XXXXXXXXX,Susan,8368,Smith,XXXXXXXXX,Corporate,PR,6223 Cotton Forest Estates,725
Caguas,XXXXXXXXX,Mary,9689,Moore,XXXXXXXXX,Corporate,PR,3996 Misty Vale,725
Caguas,XXXXXXXXX,Janet,10764,Mccoy,XXXXXXXXX,Corporate,PR,4839 Lazy View,725
Caguas,XXXXXXXXX,Mary,6989,Smith,XXXXXXXXX,Corporate,PR,7509 Little Expressway,725
Caguas,XXXXXXXXX,Elizabeth,904,Gonzales,XXXXXXXXX,Corporate,PR,5630 Silent Farms,725
Caguas,XXXXXXXXX,Lauren,2854,Smith,XXXXXXXXX,Corporate,PR,4392 Burning Farms,725
Caguas,XXXXXXXXX,John,8539,Smith,XXXXXXXXX,Corporate,PR,5202 Old Shadow Rise,725
Caguas,XXXXXXXXX,Mary,3625,Smith,XXXXXXXXX,Corporate,PR,357 Noble Lane,725
Caguas,XXXXXXXXX,Mary,3488,Mueller,XXXXXXXXX,Corporate,PR,3902 Umber Valley,725
Caguas,XXXXXXXXX,Mary,2911,Smith,XXXXXXXXX,Corporate,PR,9166 Golden Nectar Corner,725
Caguas,XXXXXXXXX,Patrick,9236,Webb,XXXXXXXXX,Corporate,PR,9236 Little Pony Wharf,725
Caguas,XXXXXXXXX,Rose,5030,Harper,XXXXXXXXX,Corporate,PR,3671 Silver Village,725
Caguas,XXXXXXXXX,William,1212,Spears,XXXXXXXXX,Corporate,PR,3278 Middle Cape,725
Caguas,XXXXXXXXX,Henry,6102,Hamilton,XXXXXXXXX,Corporate,PR,9890 Clear Knoll,725
Caguas,XXXXXXXXX,Michael,983,Richmond,XXXXXXXXX,Corporate,PR,5645 Sunny Spring Gate,725
Caguas,XXXXXXXXX,Mary,4726,Smith,XXXXXXXXX,Corporate,PR,381 Dusty Street,725
